# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "transcript" "-a" "../KPN MGH 78578_genome.gtf" "-o" "reads_annotate/SRR1720515_annotate.tsv" "bam_merge_paired/SRR1720515_merge_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_merge_paired/SRR1720515_merge_sort.bam
gene-KPN_00465	CP000647.1	513976	514386	+	411	60
gene-KPN_00466	CP000647.1	514383	514841	-	459	35
gene-KPN_00467	CP000647.1	514838	515755	-	918	476
gene-KPN_00468	CP000647.1	515896	516573	+	678	166
gene-KPN_00469	CP000647.1	516560	517342	+	783	155
gene-KPN_00470	CP000647.1	517450	518304	-	855	377
gene-KPN_00471	CP000647.1	518363	519172	-	810	54
gene-KPN_00472	CP000647.1	519162	519755	-	594	38
gene-KPN_00473	CP000647.1	519756	520442	+	687	19
gene-KPN_00474	CP000647.1	520439	522853	+	2415	149
gene-KPN_00475	CP000647.1	523035	524180	+	1146	155
gene-KPN_00476	CP000647.1	524288	525364	-	1077	58
gene-KPN_00477	CP000647.1	525476	526543	-	1068	49
gene-KPN_00478	CP000647.1	526540	527049	-	510	78
gene-KPN_00479	CP000647.1	527146	527454	-	309	29
gene-KPN_00480	CP000647.1	527592	528314	-	723	110
gene-KPN_00481	CP000647.1	528318	528848	-	531	416
gene-KPN_00482	CP000647.1	528988	530373	+	1386	649
gene-KPN_00483	CP000647.1	530419	530631	-	213	82
gene-KPN_00484	CP000647.1	530633	531499	-	867	552
gene-KPN_00485	CP000647.1	531637	531861	+	225	5
gene-KPN_00486	CP000647.1	531839	531915	+	77	0
gene-KPN_00487	CP000647.1	532378	532671	+	294	0
gene-KPN_00488	CP000647.1	533067	533468	+	402	152
gene-KPN_00489	CP000647.1	534228	535532	+	1305	54
gene-KPN_00490	CP000647.1	535868	536530	-	663	18
gene-KPN_00491	CP000647.1	537022	537561	+	540	9
gene-KPN_00492	CP000647.1	537620	538315	+	696	57
gene-KPN_00493	CP000647.1	538326	540761	+	2436	67
gene-KPN_00494	CP000647.1	540841	541788	+	948	39
gene-KPN_00495	CP000647.1	541811	542677	-	867	476
gene-KPN_00496	CP000647.1	543188	544108	+	921	831
gene-KPN_00497	CP000647.1	544209	544481	+	273	11207
gene-KPN_00498	CP000647.1	544775	546343	+	1569	239
gene-KPN_00499	CP000647.1	546709	548043	+	1335	1405
gene-KPN_00500	CP000647.1	548126	550273	+	2148	961
gene-KPN_00501	CP000647.1	550333	551808	+	1476	31
gene-KPN_00502	CP000647.1	552140	553657	+	1518	2147
gene-KPN_00503	CP000647.1	553734	554159	-	426	26
gene-KPN_00504	CP000647.1	554731	555651	+	921	5
gene-KPN_00505	CP000647.1	555648	556820	+	1173	14
gene-KPN_00506	CP000647.1	556830	557861	+	1032	4
gene-KPN_00507	CP000647.1	558667	559674	-	1008	0
gene-KPN_00508	CP000647.1	559776	560795	+	1020	33
gene-KPN_00509	CP000647.1	561225	562148	+	924	214
gene-KPN_00510	CP000647.1	562181	563665	+	1485	138
gene-KPN_00511	CP000647.1	563685	564707	+	1023	43
gene-KPN_00512	CP000647.1	565547	566551	-	1005	140
gene-KPN_00513	CP000647.1	566581	567981	-	1401	89
gene-KPN_00514	CP000647.1	567981	569351	-	1371	256
gene-KPN_00515	CP000647.1	569456	570973	-	1518	1164
gene-KPN_00516	CP000647.1	571138	572061	-	924	39
gene-KPN_00517	CP000647.1	573421	574563	+	1143	9
gene-KPN_00518	CP000647.1	574604	575401	-	798	0
gene-KPN_00519	CP000647.1	575398	576480	-	1083	9
gene-KPN_00520	CP000647.1	576488	577606	-	1119	11
gene-KPN_00521	CP000647.1	577878	578267	+	390	7321
gene-KPN_00522	CP000647.1	578967	579092	-	126	0
gene-KPN_00523	CP000647.1	579408	580586	+	1179	11
gene-KPN_00524	CP000647.1	580639	581382	+	744	51
gene-KPN_00525	CP000647.1	581511	582464	+	954	345
gene-KPN_00526	CP000647.1	584069	584845	-	777	4
gene-KPN_00527	CP000647.1	584933	586651	-	1719	8
gene-KPN_00528	CP000647.1	586711	587898	-	1188	12
gene-KPN_00529	CP000647.1	588459	589007	+	549	16
gene-KPN_00530	CP000647.1	590348	591463	+	1116	4
gene-KPN_00531	CP000647.1	591470	592063	-	594	16
gene-KPN_00532	CP000647.1	592041	593540	-	1500	12
gene-KPN_00533	CP000647.1	593917	594282	-	366	3
gene-KPN_00534	CP000647.1	594296	595597	-	1302	16
gene-KPN_00535	CP000647.1	595756	597240	+	1485	4
gene-KPN_00536	CP000647.1	598764	600974	+	2211	28
gene-KPN_00537	CP000647.1	601082	602458	+	1377	58
gene-KPN_00538	CP000647.1	602610	603851	+	1242	42
gene-KPN_00539	CP000647.1	603868	604890	+	1023	22
gene-KPN_00540	CP000647.1	604862	606043	+	1182	28
gene-KPN_00541	CP000647.1	606063	606500	-	438	9
gene-KPN_00542	CP000647.1	606728	607708	+	981	73
gene-KPN_00543	CP000647.1	607712	608956	-	1245	97
gene-KPN_00544	CP000647.1	610563	611429	+	867	35
gene-KPN_00545	CP000647.1	612096	613130	+	1035	90
gene-KPN_00546	CP000647.1	613227	615956	+	2730	3
gene-KPN_00547	CP000647.1	616009	616995	-	987	0
gene-KPN_00548	CP000647.1	617060	618121	-	1062	2
gene-KPN_00549	CP000647.1	618139	618993	-	855	0
gene-KPN_00550	CP000647.1	618996	619739	-	744	0
gene-KPN_00551	CP000647.1	619754	620224	-	471	0
gene-KPN_00552	CP000647.1	620217	620651	-	435	0
gene-KPN_00553	CP000647.1	620899	621552	-	654	1465
gene-KPN_00554	CP000647.1	621672	622040	-	369	238
gene-KPN_00555	CP000647.1	622040	622621	-	582	658
gene-KPN_00556	CP000647.1	623947	624288	+	342	643
gene-KPN_00557	CP000647.1	624306	624554	-	249	365
gene-KPN_00558	CP000647.1	624744	624854	-	111	5
gene-KPN_00559	CP000647.1	625066	627780	+	2715	40
gene-KPN_00560	CP000647.1	627833	628912	+	1080	18
gene-KPN_00561	CP000647.1	628926	632018	+	3093	49
gene-KPN_00562	CP000647.1	632367	633086	-	720	74
gene-KPN_00563	CP000647.1	633134	634249	-	1116	291
gene-KPN_00564	CP000647.1	634576	636243	+	1668	6
gene-KPN_00565	CP000647.1	636262	637215	+	954	0
gene-KPN_00566	CP000647.1	637218	638111	+	894	2
gene-KPN_00567	CP000647.1	638115	639152	+	1038	9
gene-KPN_00568	CP000647.1	639142	640152	+	1011	8
gene-KPN_00569	CP000647.1	640250	641518	+	1269	12
gene-KPN_00570	CP000647.1	642655	643989	+	1335	0
gene-KPN_00571	CP000647.1	643986	645545	-	1560	2
gene-KPN_00572	CP000647.1	645712	646542	+	831	0
gene-KPN_00573	CP000647.1	646590	647231	+	642	0
gene-KPN_00574	CP000647.1	647246	647911	+	666	0
gene-KPN_00575	CP000647.1	647904	648665	+	762	25
gene-KPN_00576	CP000647.1	648719	649483	-	765	0
gene-KPN_00577	CP000647.1	649664	651001	+	1338	0
gene-KPN_00578	CP000647.1	651248	651952	-	705	11
gene-KPN_00579	CP000647.1	651939	652775	-	837	8
gene-KPN_00580	CP000647.1	652768	653601	-	834	6
gene-KPN_00581	CP000647.1	653601	654623	-	1023	16
gene-KPN_00582	CP000647.1	654743	656311	-	1569	70
gene-KPN_00583	CP000647.1	656511	657212	+	702	90
gene-KPN_00584	CP000647.1	657333	658997	-	1665	184
gene-KPN_00585	CP000647.1	659011	660474	-	1464	153
gene-KPN_00586	CP000647.1	660497	661102	-	606	29
gene-KPN_00587	CP000647.1	661213	663246	+	2034	178
gene-KPN_00588	CP000647.1	663963	665219	+	1257	50
gene-KPN_00589	CP000647.1	665216	666109	-	894	10
gene-KPN_00590	CP000647.1	666364	666969	+	606	33
gene-KPN_00591	CP000647.1	667028	668527	-	1500	60
gene-KPN_00592	CP000647.1	668542	669933	-	1392	155
gene-KPN_00593	CP000647.1	669995	670945	-	951	9
gene-KPN_00594	CP000647.1	670938	671768	-	831	12
gene-KPN_00595	CP000647.1	672038	673030	+	993	98
gene-KPN_00596	CP000647.1	673027	673989	-	963	377
gene-KPN_00597	CP000647.1	674145	675233	-	1089	15
gene-KPN_00598	CP000647.1	675235	676761	-	1527	51
gene-KPN_00599	CP000647.1	676761	677372	-	612	2
gene-KPN_00600	CP000647.1	677380	678282	-	903	37
gene-KPN_00601	CP000647.1	678439	679098	-	660	6
gene-KPN_00602	CP000647.1	679165	681393	-	2229	22
gene-KPN_00603	CP000647.1	681713	682861	+	1149	0
gene-KPN_00604	CP000647.1	682889	683092	+	204	2
gene-KPN_00605	CP000647.1	683082	686984	+	3903	8
gene-KPN_00606	CP000647.1	687049	687843	-	795	2
gene-KPN_00607	CP000647.1	687840	688832	-	993	3
gene-KPN_00608	CP000647.1	688829	689836	-	1008	10
gene-KPN_00609	CP000647.1	689949	691190	+	1242	6
gene-KPN_00610	CP000647.1	691334	692293	-	960	0
gene-KPN_00611	CP000647.1	692482	693657	+	1176	3
gene-KPN_00612	CP000647.1	693667	695274	+	1608	4
gene-KPN_00613	CP000647.1	695288	696139	+	852	6
gene-KPN_00614	CP000647.1	696139	696894	+	756	7
gene-KPN_00615	CP000647.1	696895	697308	+	414	2
gene-KPN_00616	CP000647.1	698575	700680	+	2106	2465
gene-KPN_00617	CP000647.1	700773	700970	+	198	116
gene-KPN_00618	CP000647.1	700967	701371	-	405	66
gene-KPN_00619	CP000647.1	701346	701648	-	303	344
gene-KPN_00620	CP000647.1	701832	702575	-	744	14
gene-KPN_00621	CP000647.1	702633	703721	-	1089	6
gene-KPN_00622	CP000647.1	703885	705387	+	1503	9
gene-KPN_00623	CP000647.1	705459	706382	+	924	6
gene-KPN_00624	CP000647.1	706403	707467	+	1065	6
gene-KPN_00625	CP000647.1	707605	708810	+	1206	1
gene-KPN_00626	CP000647.1	709024	710223	-	1200	91
gene-KPN_00627	CP000647.1	710325	711353	+	1029	7
gene-KPN_00628	CP000647.1	711414	712682	-	1269	35
gene-KPN_00629	CP000647.1	712708	714066	-	1359	43
gene-KPN_00630	CP000647.1	714177	714986	-	810	33
gene-KPN_00631	CP000647.1	715108	716148	-	1041	22
gene-KPN_00632	CP000647.1	716204	717442	-	1239	6
gene-KPN_00633	CP000647.1	718671	719933	-	1263	8
gene-KPN_00634	CP000647.1	720385	720993	+	609	36
gene-KPN_00635	CP000647.1	721006	722502	+	1497	2
gene-KPN_00636	CP000647.1	722499	723527	+	1029	4
gene-KPN_00637	CP000647.1	723570	724511	-	942	2
gene-KPN_00638	CP000647.1	724523	725527	-	1005	2
gene-KPN_00639	CP000647.1	725524	726513	-	990	2
gene-KPN_00640	CP000647.1	726510	728060	-	1551	1
gene-KPN_00641	CP000647.1	728057	729037	-	981	1
gene-KPN_00642	CP000647.1	729446	731755	+	2310	9
gene-KPN_00643	CP000647.1	731863	732405	-	543	30
gene-KPN_00644	CP000647.1	732402	733091	-	690	26
gene-KPN_00645	CP000647.1	733218	734378	+	1161	58
gene-KPN_00646	CP000647.1	734379	735017	-	639	12
gene-KPN_00647	CP000647.1	734990	736219	-	1230	34
gene-KPN_00648	CP000647.1	736324	737256	-	933	21
gene-KPN_00649	CP000647.1	737437	738057	-	621	193
gene-KPN_00650	CP000647.1	738598	739161	+	564	6915
gene-KPN_00651	CP000647.1	739349	740914	+	1566	1969
gene-KPN_00652	CP000647.1	740991	741419	-	429	3272
gene-KPN_00653	CP000647.1	741607	742029	-	423	240
gene-KPN_00654	CP000647.1	743086	744459	-	1374	201
gene-KPN_00655	CP000647.1	744747	745316	+	570	155
gene-KPN_00656	CP000647.1	745511	745720	+	210	4502
gene-KPN_00657	CP000647.1	745788	746102	-	315	22
gene-KPN_00658	CP000647.1	746330	747049	+	720	70
gene-KPN_00659	CP000647.1	747292	747498	+	207	389
gene-KPN_00660	CP000647.1	747689	748654	-	966	973
gene-KPN_00661	CP000647.1	748835	749731	-	897	213
gene-KPN_00662	CP000647.1	749925	750503	-	579	52
gene-KPN_00663	CP000647.1	750674	750937	-	264	610
gene-KPN_00664	CP000647.1	751050	752249	-	1200	1320
gene-KPN_00665	CP000647.1	752388	753536	-	1149	112
gene-KPN_00666	CP000647.1	753548	754660	-	1113	147
gene-KPN_00667	CP000647.1	754660	756561	-	1902	222
gene-KPN_00668	CP000647.1	756589	757056	-	468	154
gene-KPN_00669	CP000647.1	757060	757377	-	318	24
gene-KPN_00670	CP000647.1	757600	758229	-	630	24
gene-KPN_00671	CP000647.1	758302	758952	-	651	69
gene-KPN_00672	CP000647.1	758945	759979	-	1035	119
gene-KPN_00673	CP000647.1	759976	760548	-	573	503
gene-KPN_00674	CP000647.1	760581	763163	-	2583	2166
gene-KPN_00675	CP000647.1	763387	763872	+	486	1216
gene-KPN_00676	CP000647.1	763918	765711	-	1794	141
gene-KPN_00677	CP000647.1	765777	767447	-	1671	29
gene-KPN_00678	CP000647.1	767821	768546	-	726	613
gene-KPN_00679	CP000647.1	768546	769220	-	675	217
gene-KPN_00680	CP000647.1	769220	769960	-	741	285
gene-KPN_00681	CP000647.1	770125	771081	-	957	6247
gene-KPN_00682	CP000647.1	771391	772929	-	1539	415
gene-KPN_00683	CP000647.1	773055	774002	-	948	948
gene-KPN_00684	CP000647.1	774081	774554	-	474	554
gene-KPN_00685	CP000647.1	774551	775597	-	1047	324
gene-KPN_00686	CP000647.1	775751	777112	-	1362	422
gene-KPN_00687	CP000647.1	777355	778530	+	1176	83
gene-KPN_00688	CP000647.1	778650	778724	-	75	74
gene-KPN_00689	CP000647.1	778800	778874	-	75	292
gene-KPN_00690	CP000647.1	778922	778998	-	77	50
gene-KPN_00691	CP000647.1	779022	779096	-	75	98
gene-KPN_00692	CP000647.1	779133	779207	-	75	76
gene-KPN_00693	CP000647.1	779231	779315	-	85	42
gene-KPN_00694	CP000647.1	779324	779400	-	77	195
gene-KPN_00695	CP000647.1	779638	781302	-	1665	507
gene-KPN_00696	CP000647.1	781581	782333	-	753	328
gene-KPN_00697	CP000647.1	782450	783670	-	1221	437
gene-KPN_00698	CP000647.1	783679	784827	-	1149	681
gene-KPN_00699	CP000647.1	784941	785741	-	801	1440
gene-KPN_00700	CP000647.1	786056	788011	+	1956	3395
gene-KPN_00701	CP000647.1	788190	789857	+	1668	1643
gene-KPN_00702	CP000647.1	789911	790219	-	309	41
gene-KPN_00703	CP000647.1	790293	791696	+	1404	288
gene-KPN_00704	CP000647.1	791744	792076	+	333	23
gene-KPN_00705	CP000647.1	792073	792642	-	570	21
gene-KPN_00706	CP000647.1	792692	793144	-	453	797
gene-KPN_00707	CP000647.1	793436	793966	-	531	651
gene-KPN_00708	CP000647.1	794118	794411	-	294	111
gene-KPN_00709	CP000647.1	794545	795318	-	774	22
gene-KPN_00710	CP000647.1	795502	796050	+	549	682
gene-KPN_00711	CP000647.1	796083	797723	+	1641	2703
gene-KPN_00712	CP000647.1	797820	798215	+	396	148
gene-KPN_00713	CP000647.1	798197	798874	-	678	32
gene-KPN_00714	CP000647.1	798871	801558	-	2688	61
gene-KPN_00715	CP000647.1	801559	802134	-	576	118
gene-KPN_00716	CP000647.1	802145	804193	-	2049	4
gene-KPN_00717	CP000647.1	804214	805893	-	1680	2
gene-KPN_00718	CP000647.1	806289	806498	+	210	299
gene-KPN_00719	CP000647.1	806682	808124	+	1443	75
gene-KPN_00720	CP000647.1	808096	809574	-	1479	49
gene-KPN_00721	CP000647.1	809842	810585	+	744	112
gene-KPN_00722	CP000647.1	810600	811256	+	657	215
gene-KPN_00723	CP000647.1	811250	812182	+	933	162
gene-KPN_00724	CP000647.1	812172	812915	+	744	33
gene-KPN_00725	CP000647.1	814721	815368	+	648	120
gene-KPN_00726	CP000647.1	815384	816175	+	792	117
gene-KPN_00727	CP000647.1	816266	817549	-	1284	9696
gene-KPN_00728	CP000647.1	818319	818594	+	276	628
gene-KPN_00729	CP000647.1	818588	818935	+	348	427
gene-KPN_00730	CP000647.1	818935	820701	+	1767	5924
gene-KPN_00731	CP000647.1	820717	821433	+	717	3689
gene-KPN_00732	CP000647.1	821815	824622	+	2808	11881
gene-KPN_00733	CP000647.1	824637	825863	+	1227	14628
gene-KPN_00734	CP000647.1	825967	827133	+	1167	6463
gene-KPN_00735	CP000647.1	827133	828002	+	870	4870
gene-KPN_00736	CP000647.1	828824	830395	+	1572	18039
gene-KPN_00737	CP000647.1	830411	831550	+	1140	5189
gene-KPN_00738	CP000647.1	831566	831682	+	117	310
gene-KPN_00739	CP000647.1	831682	831972	+	291	911
gene-KPN_00740	CP000647.1	832122	832526	+	405	286
gene-KPN_00741	CP000647.1	832532	833215	+	684	370
gene-KPN_00742	CP000647.1	833219	833647	+	429	182
gene-KPN_00743	CP000647.1	833747	835060	+	1314	512
gene-KPN_00744	CP000647.1	835226	836482	+	1257	1962
gene-KPN_00745	CP000647.1	836517	837041	+	525	3937
gene-KPN_00746	CP000647.1	837051	837845	+	795	1838
gene-KPN_00747	CP000647.1	838007	838082	+	76	167
gene-KPN_00748	CP000647.1	838208	838283	+	76	109
gene-KPN_00749	CP000647.1	838286	838361	+	76	160
gene-KPN_00750	CP000647.1	838511	838586	+	76	141
gene-KPN_00751	CP000647.1	838590	838665	+	76	17
gene-KPN_00752	CP000647.1	838812	838887	+	76	28
gene-KPN_00753	CP000647.1	839021	839096	+	76	142
gene-KPN_00754	CP000647.1	839642	840688	+	1047	28
gene-KPN_00755	CP000647.1	840724	841443	+	720	194
gene-KPN_00756	CP000647.1	841440	842384	-	945	288
gene-KPN_00757	CP000647.1	842502	842867	-	366	3410
gene-KPN_00758	CP000647.1	843182	844234	+	1053	147
gene-KPN_00759	CP000647.1	844918	845421	-	504	216
gene-KPN_00760	CP000647.1	845340	845615	-	276	35
gene-KPN_00761	CP000647.1	845712	846557	-	846	0
gene-KPN_00762	CP000647.1	846680	847564	+	885	0
gene-KPN_00763	CP000647.1	847570	848496	-	927	0
gene-KPN_00764	CP000647.1	848775	850043	+	1269	0
gene-KPN_00765	CP000647.1	850358	852124	+	1767	0
gene-KPN_00766	CP000647.1	852140	853441	+	1302	0
gene-KPN_00767	CP000647.1	853567	854211	+	645	1
gene-KPN_00768	CP000647.1	854248	855000	-	753	5199
gene-KPN_00769	CP000647.1	855057	855161	+	105	671
gene-KPN_00770	CP000647.1	855292	856335	-	1044	66
gene-KPN_00771	CP000647.1	856329	857480	-	1152	84
gene-KPN_00772	CP000647.1	857480	858526	-	1047	94
gene-KPN_00773	CP000647.1	858536	859552	-	1017	144
gene-KPN_00774	CP000647.1	859762	861234	-	1473	74
gene-KPN_00775	CP000647.1	861302	862090	-	789	43
gene-KPN_00776	CP000647.1	862243	862392	+	150	640
gene-KPN_00777	CP000647.1	862535	863308	+	774	219
gene-KPN_00778	CP000647.1	863308	863997	+	690	130
gene-KPN_00779	CP000647.1	863997	865058	+	1062	80
gene-KPN_00780	CP000647.1	865059	865877	-	819	71
gene-KPN_00781	CP000647.1	866034	867101	+	1068	682
gene-KPN_00782	CP000647.1	868538	869749	+	1212	708
gene-KPN_00783	CP000647.1	869905	870639	+	735	1407
gene-KPN_00784	CP000647.1	870681	871235	-	555	576
gene-KPN_00785	CP000647.1	872265	872771	+	507	247
gene-KPN_00786	CP000647.1	873750	876815	-	3066	715
gene-KPN_00787	CP000647.1	876816	877811	-	996	134
gene-KPN_00788	CP000647.1	877956	878066	-	111	106
gene-KPN_00789	CP000647.1	878435	878866	+	432	527
gene-KPN_00790	CP000647.1	878918	881605	+	2688	1480
gene-KPN_00791	CP000647.1	881879	883162	-	1284	121
gene-KPN_00792	CP000647.1	883418	884635	+	1218	347
gene-KPN_00793	CP000647.1	884632	885588	+	957	306
gene-KPN_00794	CP000647.1	885650	886375	+	726	290
gene-KPN_00795	CP000647.1	886518	888206	+	1689	8253
gene-KPN_00796	CP000647.1	888203	889729	+	1527	3566
gene-KPN_00797	CP000647.1	889828	891210	+	1383	1867
gene-KPN_00798	CP000647.1	891914	892390	-	477	262
gene-KPN_00799	CP000647.1	892461	893750	-	1290	6
gene-KPN_00800	CP000647.1	893988	895004	+	1017	34
gene-KPN_00801	CP000647.1	895001	896158	+	1158	2
gene-KPN_00802	CP000647.1	896142	896897	+	756	2
gene-KPN_00803	CP000647.1	896890	897612	+	723	8
gene-KPN_00804	CP000647.1	898988	901009	+	2022	939
gene-KPN_00805	CP000647.1	901139	901258	-	120	17
gene-KPN_00806	CP000647.1	901258	902355	-	1098	80
gene-KPN_00807	CP000647.1	902359	903030	-	672	49
gene-KPN_00808	CP000647.1	903030	904670	-	1641	146
gene-KPN_00809	CP000647.1	904775	905680	-	906	210
gene-KPN_00810	CP000647.1	906015	907004	+	990	173
gene-KPN_00811	CP000647.1	907028	907540	+	513	42
gene-KPN_00812	CP000647.1	907544	908032	+	489	15
gene-KPN_00813	CP000647.1	908025	908273	+	249	6
gene-KPN_00814	CP000647.1	908275	908727	+	453	32
gene-KPN_00815	CP000647.1	908773	909477	+	705	349
gene-KPN_00816	CP000647.1	909658	910596	-	939	58
gene-KPN_00817	CP000647.1	910620	911864	-	1245	183
gene-KPN_00818	CP000647.1	911861	912622	-	762	220
gene-KPN_00819	CP000647.1	912754	913191	+	438	795
gene-KPN_00820	CP000647.1	913252	914397	-	1146	426
gene-KPN_00821	CP000647.1	914488	915621	-	1134	64
gene-KPN_00822	CP000647.1	915611	917350	-	1740	147
gene-KPN_00823	CP000647.1	917343	918338	-	996	65
gene-KPN_00824	CP000647.1	918338	918997	-	660	83
gene-KPN_00825	CP000647.1	919071	919994	-	924	18
gene-KPN_00826	CP000647.1	920411	921742	+	1332	23
gene-KPN_00827	CP000647.1	921793	922542	+	750	14
gene-KPN_00828	CP000647.1	922556	923401	+	846	26
gene-KPN_00829	CP000647.1	923401	924393	+	993	70
gene-KPN_00830	CP000647.1	924608	925963	+	1356	168
gene-KPN_00831	CP000647.1	926151	928307	+	2157	108
gene-KPN_00832	CP000647.1	928337	929305	+	969	107
gene-KPN_00833	CP000647.1	929415	929675	-	261	514
gene-KPN_00834	CP000647.1	930248	930538	-	291	181
gene-KPN_00835	CP000647.1	930648	931262	-	615	36
gene-KPN_00836	CP000647.1	931359	932273	+	915	31
gene-KPN_00837	CP000647.1	932276	934471	-	2196	257
gene-KPN_00838	CP000647.1	934583	935305	-	723	652
gene-KPN_00839	CP000647.1	935302	935961	-	660	107
gene-KPN_00840	CP000647.1	936087	936833	-	747	3479
gene-KPN_00841	CP000647.1	937242	937745	-	504	27651
gene-KPN_00842	CP000647.1	937983	938870	-	888	78
gene-KPN_00843	CP000647.1	939222	939734	+	513	15674
gene-KPN_00844	CP000647.1	939825	941405	-	1581	244
gene-KPN_00845	CP000647.1	942021	942458	+	438	107
gene-KPN_00846	CP000647.1	942455	943567	+	1113	136
gene-KPN_00847	CP000647.1	943788	945113	+	1326	226
gene-KPN_00848	CP000647.1	945164	945898	+	735	43
gene-KPN_00849	CP000647.1	946043	946957	-	915	343
gene-KPN_00850	CP000647.1	947158	947943	-	786	33
gene-KPN_00851	CP000647.1	948146	949714	+	1569	920
gene-KPN_00852	CP000647.1	949870	952233	-	2364	52
gene-KPN_00853	CP000647.1	952249	953550	-	1302	19
gene-KPN_00854	CP000647.1	953849	954922	+	1074	50
gene-KPN_00855	CP000647.1	954919	956184	-	1266	42
gene-KPN_00856	CP000647.1	956324	957139	-	816	80
gene-KPN_00857	CP000647.1	957316	959748	-	2433	61
gene-KPN_00858	CP000647.1	959753	960652	-	900	22
gene-KPN_00859	CP000647.1	960807	961562	-	756	70
gene-KPN_00860	CP000647.1	961562	962797	-	1236	152
gene-KPN_00861	CP000647.1	963033	963974	+	942	122
gene-KPN_00862	CP000647.1	963992	965851	+	1860	378
gene-KPN_00863	CP000647.1	965884	967425	+	1542	1278
gene-KPN_00864	CP000647.1	967472	968392	+	921	313
gene-KPN_00865	CP000647.1	968436	969305	+	870	102
gene-KPN_00866	CP000647.1	969710	971035	-	1326	166
gene-KPN_00867	CP000647.1	971268	972509	-	1242	26
gene-KPN_00868	CP000647.1	972852	973271	+	420	2176
gene-KPN_00869	CP000647.1	973387	974496	+	1110	137
gene-KPN_00870	CP000647.1	974499	975125	-	627	115
gene-KPN_00871	CP000647.1	977437	978639	+	1203	1416
gene-KPN_00872	CP000647.1	978678	979436	-	759	97
gene-KPN_00873	CP000647.1	979538	980131	-	594	17
gene-KPN_00874	CP000647.1	980459	981691	+	1233	29
gene-KPN_00875	CP000647.1	981729	982541	-	813	47
gene-KPN_00876	CP000647.1	982541	983743	-	1203	54
gene-KPN_00877	CP000647.1	983826	984389	+	564	33
gene-KPN_00878	CP000647.1	984567	986054	-	1488	120
gene-KPN_00879	CP000647.1	986600	986902	+	303	73
gene-KPN_00880	CP000647.1	986909	987172	-	264	120
gene-KPN_00881	CP000647.1	987375	987662	+	288	32
gene-KPN_00882	CP000647.1	987646	988368	+	723	15
gene-KPN_00883	CP000647.1	988597	989385	+	789	51
gene-KPN_00884	CP000647.1	989474	989953	+	480	222
gene-KPN_00885	CP000647.1	990302	991414	+	1113	522
gene-KPN_00886	CP000647.1	991530	992711	+	1182	135
gene-KPN_00887	CP000647.1	992722	993675	+	954	286
gene-KPN_00888	CP000647.1	993672	994517	+	846	85
gene-KPN_00889	CP000647.1	994575	995063	+	489	152
gene-KPN_00890	CP000647.1	995105	996232	+	1128	44
gene-KPN_00891	CP000647.1	996311	997027	+	717	56
gene-KPN_00892	CP000647.1	997024	998496	+	1473	143
gene-KPN_00893	CP000647.1	998583	999314	-	732	255
gene-KPN_00894	CP000647.1	999498	1000166	-	669	303
gene-KPN_00895	CP000647.1	1000166	1000882	-	717	189
gene-KPN_00896	CP000647.1	1000889	1001641	-	753	3437
gene-KPN_00897	CP000647.1	1001641	1002369	-	729	285
gene-KPN_00898	CP000647.1	1002596	1003111	-	516	3288
gene-KPN_00899	CP000647.1	1004075	1005127	+	1053	176
gene-KPN_00900	CP000647.1	1005102	1005989	+	888	143
gene-KPN_00901	CP000647.1	1005986	1006999	-	1014	249
gene-KPN_00902	CP000647.1	1007087	1008529	-	1443	91
gene-KPN_00903	CP000647.1	1008540	1009541	-	1002	350
gene-KPN_00904	CP000647.1	1009580	1011307	-	1728	1885
gene-KPN_00905	CP000647.1	1011450	1011884	+	435	148
gene-KPN_00906	CP000647.1	1012096	1013031	-	936	58
